TireProductionID,timestamp,batch_id,recipe_id,press_id,machine_id,shift,ambient_temp_c,ambient_humidity_pct,compound_batch_age_hr,mixer_energy_kwh,cure_temp_avg,cure_temp_std,cure_pressure_avg,cure_time_sec,tread_thickness_mm,sidewall_thickness_mm,tire_weight_kg,uniformity_rfv,uniformity_lfv,runout_mm,balance_g,visual_score,defect_flag,defect_type,defect_probability_true
TIRE_0000011,2025-05-11 07:39:00,BATCH_00260,RCP_018,PRESS_04,MACH_04,B,13.26,67.32,22.63,97.36,176.49,2.24,18.42,979.0,7.85,5.05,11.85,12.78,10.74,1.27,20.47,4,0,OK,0.1167
TIRE_0000012,2025-06-04 21:40:00,BATCH_00065,RCP_013,PRESS_10,MACH_08,A,17.38,58.57,14.63,128.82,176.3,2.27,17.97,917.0,6.9,5.23,11.17,11.95,9.8,0.97,16.77,4,0,OK,0.0844
TIRE_0000013,2025-05-18 02:28:00,BATCH_00009,RCP_007,PRESS_09,MACH_08,C,13.26,77.7,19.5,122.07,174.54,2.11,19.97,1010.0,7.71,5.17,10.93,11.01,10.39,0.87,18.53,3,0,OK,0.1101
TIRE_0000014,2025-03-18 05:30:00,BATCH_00231,RCP_014,PRESS_03,MACH_02,B,26.41,53.05,11.44,140.0,181.4,2.66,20.67,1011.0,8.34,5.45,,11.69,6.05,0.71,31.01,5,0,OK,0.0451
TIRE_0000015,2025-01-31 01:51:00,BATCH_00299,RCP_009,PRESS_10,MACH_03,A,25.41,45.44,11.14,140.11,175.27,2.07,18.49,946.0,8.86,4.39,10.86,8.63,7.81,0.99,22.23,4,0,OK,0.0595
TIRE_0000016,2025-04-10 08:42:00,BATCH_00003,RCP_020,PRESS_07,MACH_06,C,19.32,53.84,6.51,91.37,173.79,1.95,16.12,962.0,8.14,5.33,10.95,11.27,6.39,1.06,20.2,3,0,OK,0.1
TIRE_0000017,2025-01-25 04:19:00,BATCH_00209,RCP_008,PRESS_03,MACH_01,C,25.03,40.26,40.82,125.51,178.03,1.94,16.05,848.0,7.05,4.44,10.68,12.31,7.67,1.25,24.3,5,1,UnderCure,0.0967
TIRE_0000018,2025-04-24 19:55:00,BATCH_00176,RCP_014,PRESS_06,MACH_07,C,17.34,45.16,27.67,145.41,173.25,1.7,18.21,967.0,,5.01,12.21,9.82,8.99,0.74,18.88,4,0,OK,0.1056
TIRE_0000019,2025-03-25 13:47:00,BATCH_00096,RCP_009,PRESS_06,MACH_02,A,20.8,52.83,38.04,132.67,175.33,1.78,16.1,1020.0,7.16,4.97,10.73,7.52,7.68,0.26,22.58,5,0,OK,0.0601
TIRE_0000020,2025-05-01 18:37:00,BATCH_00232,RCP_026,PRESS_02,MACH_06,B,17.26,71.6,20.93,99.61,176.19,1.05,17.74,997.0,8.19,5.86,11.77,10.5,11.72,0.82,13.36,4,1,Separation,0.1221
TIRE_0000021,2025-02-04 04:57:00,BATCH_00116,RCP_018,PRESS_04,MACH_07,A,30.22,60.04,27.6,98.16,178.49,1.08,18.69,1001.0,8.09,5.34,12.19,11.4,2.63,0.82,19.07,3,0,OK,0.0833
TIRE_0000022,2025-01-28 03:11:00,BATCH_00226,RCP_010,PRESS_01,MACH_03,A,28.24,51.09,24.52,118.19,175.96,3.42,17.38,1047.0,7.55,5.99,11.81,12.85,8.72,0.89,19.72,5,0,OK,0.0503
TIRE_0000023,2025-03-17 17:35:00,BATCH_00206,RCP_008,PRESS_06,MACH_08,A,27.88,49.56,20.9,155.28,180.18,1.66,18.42,945.0,7.8,5.77,11.39,13.97,7.67,1.43,25.04,5,0,OK,0.0472
TIRE_0000024,2025-01-28 09:17:00,BATCH_00040,RCP_019,PRESS_12,MACH_07,A,27.98,49.67,21.3,130.36,172.48,1.24,19.0,891.0,8.0,4.96,11.02,8.42,5.58,0.89,9.09,5,0,OK,0.0456
TIRE_0000025,2025-06-17 15:38:00,BATCH_00216,RCP_009,PRESS_10,MACH_01,B,15.5,45.83,0.0,111.82,172.6,2.88,19.84,744.0,8.34,5.37,11.74,12.73,6.71,1.44,13.64,5,0,OK,0.0437
TIRE_0000026,2025-05-31 16:11:00,BATCH_00307,RCP_010,PRESS_05,MACH_01,C,,70.02,16.54,112.68,174.4,1.38,16.99,846.0,8.05,5.45,10.8,9.3,7.09,0.92,18.81,3,0,OK,0.1058
TIRE_0000027,2025-04-26 03:58:00,BATCH_00297,RCP_026,PRESS_11,MACH_05,C,18.31,64.34,20.39,143.09,171.05,2.71,19.16,921.0,8.69,5.34,11.8,9.79,7.55,0.93,17.23,4,0,OK,0.1038
TIRE_0000028,2025-02-25 12:45:00,BATCH_00344,RCP_016,PRESS_11,MACH_05,B,27.6,50.31,28.85,91.95,177.94,1.96,17.04,745.0,8.29,4.71,11.61,9.48,9.66,0.8,13.49,4,0,OK,0.0971
TIRE_0000029,2025-02-21 14:22:00,BATCH_00247,RCP_023,PRESS_11,MACH_01,C,24.67,48.53,22.5,117.31,170.36,2.25,17.46,835.0,7.47,4.97,11.89,8.6,8.93,0.68,20.4,4,0,OK,0.1111
TIRE_0000030,2025-04-06 02:26:00,BATCH_00149,RCP_025,PRESS_09,MACH_08,B,21.48,66.64,16.36,114.52,168.52,2.09,17.36,928.0,7.71,5.35,10.81,12.09,5.76,0.76,36.25,5,0,OK,0.115
TIRE_0000031,2025-06-01 22:41:00,BATCH_00303,RCP_001,PRESS_03,MACH_07,A,15.36,56.01,21.14,108.64,176.31,1.83,17.37,1008.0,8.29,5.81,12.61,7.8,8.01,0.5,11.64,4,0,OK,0.0382
TIRE_0000032,2025-04-19 02:04:00,BATCH_00384,RCP_008,PRESS_07,MACH_06,C,18.66,35.34,8.17,131.04,180.35,1.08,19.47,823.0,8.02,5.35,11.37,5.23,6.68,0.64,14.88,4,0,OK,0.0367
TIRE_0000033,2025-06-28 02:31:00,BATCH_00256,RCP_005,PRESS_07,MACH_07,C,21.06,34.48,25.69,139.02,176.76,2.44,20.47,885.0,7.93,5.48,11.5,7.79,8.68,0.94,18.55,5,0,OK,0.0525
TIRE_0000034,2025-01-10 19:01:00,BATCH_00275,RCP_013,PRESS_01,MACH_01,B,25.94,56.46,4.03,130.53,172.54,2.65,18.94,938.0,8.35,5.05,11.71,11.93,7.24,0.76,11.2,4,0,OK,0.089
TIRE_0000035,2025-04-19 04:02:00,BATCH_00346,RCP_008,PRESS_06,MACH_05,A,17.31,44.19,22.53,111.6,170.3,2.73,19.15,987.0,7.43,5.16,11.4,9.41,8.96,0.65,23.06,5,0,OK,0.0535
TIRE_0000036,2025-02-09 14:56:00,BATCH_00388,RCP_025,PRESS_03,MACH_04,B,30.46,33.67,34.04,117.36,169.75,1.63,17.03,836.0,6.88,5.01,10.35,8.01,6.18,0.58,34.02,5,0,OK,0.0543
TIRE_0000037,2025-03-21 13:31:00,BATCH_00182,RCP_005,PRESS_02,MACH_02,B,23.63,53.05,34.97,95.89,174.98,2.33,20.68,934.0,7.76,5.21,11.32,8.69,7.74,0.87,12.35,4,0,OK,0.0729
TIRE_0000038,2025-01-03 02:50:00,BATCH_00037,RCP_026,PRESS_12,MACH_02,B,23.67,41.8,35.77,130.51,176.43,2.13,18.07,1001.0,8.23,5.22,11.21,10.02,7.71,0.53,7.64,5,0,OK,0.0576
TIRE_0000039,2025-03-07 01:34:00,BATCH_00185,RCP_015,PRESS_06,MACH_06,C,27.59,49.89,6.77,131.72,171.71,3.73,19.29,912.0,7.11,4.96,10.74,8.11,11.51,0.87,21.11,4,0,OK,0.0989
TIRE_0000040,2025-01-05 06:45:00,BATCH_00131,RCP_017,PRESS_02,MACH_05,A,24.88,61.66,17.05,109.84,172.23,2.27,19.33,992.0,8.06,5.45,11.91,8.52,5.21,1.2,20.42,3,0,OK,0.077
TIRE_0000041,2025-03-18 17:30:00,BATCH_00345,RCP_028,PRESS_11,MACH_08,A,23.2,51.92,17.72,119.52,181.29,2.42,19.84,1112.0,7.84,5.38,11.09,9.57,8.6,1.06,21.65,5,0,OK,0.0236
TIRE_0000042,2025-04-16 11:26:00,BATCH_00105,RCP_024,PRESS_04,MACH_01,C,17.96,49.56,31.01,132.96,179.15,3.86,16.01,927.0,7.52,4.86,11.22,9.0,9.61,0.84,22.55,5,1,Crack,0.0995
TIRE_0000043,2025-05-19 06:35:00,BATCH_00278,RCP_024,PRESS_07,MACH_08,B,18.19,60.01,13.44,126.94,176.9,2.49,20.45,1095.0,7.61,5.22,11.39,9.84,6.98,0.48,20.03,4,0,OK,0.0649
TIRE_0000044,2025-02-22 03:42:00,BATCH_00034,RCP_017,PRESS_03,MACH_03,C,25.03,56.66,22.92,110.12,168.69,2.0,19.28,939.0,8.35,4.3,12.07,7.29,8.27,0.84,26.18,4,0,OK,0.1085
TIRE_0000045,2025-02-05 10:29:00,BATCH_00133,RCP_003,PRESS_03,MACH_01,B,30.11,47.62,29.05,121.81,176.19,2.54,21.82,806.0,8.29,5.61,12.13,9.41,10.06,1.07,39.57,4,1,Separation,0.0898
TIRE_0000046,2025-02-28 18:15:00,BATCH_00106,RCP_024,PRESS_06,MACH_04,A,22.63,52.98,0.0,138.98,175.47,1.61,16.79,924.0,7.72,5.23,12.66,11.27,9.38,1.11,32.12,4,0,OK,0.0459
TIRE_0000047,2025-06-17 21:58:00,BATCH_00350,RCP_005,PRESS_04,MACH_05,C,18.67,63.31,43.32,141.88,178.51,1.49,18.79,929.0,7.95,5.79,11.32,4.34,8.22,0.52,15.78,4,0,OK,0.0684
TIRE_0000048,2025-03-14 18:35:00,BATCH_00024,RCP_028,PRESS_01,MACH_04,B,24.63,60.1,20.81,108.14,170.23,2.24,16.65,897.0,7.51,5.7,10.59,7.05,9.73,1.11,11.38,4,0,OK,0.0935
TIRE_0000049,2025-05-25 22:36:00,BATCH_00335,RCP_014,PRESS_10,MACH_07,A,14.33,65.37,27.96,117.33,175.49,1.45,19.88,1153.0,7.84,5.04,11.8,10.87,6.57,0.79,24.34,3,0,OK,0.0951
TIRE_0000050,2025-01-28 01:54:00,BATCH_00117,RCP_002,PRESS_11,MACH_04,C,25.04,48.89,0.0,126.66,178.49,3.26,17.57,973.0,7.93,5.19,11.53,12.66,10.92,0.94,27.78,4,0,OK,0.0864
TIRE_0000051,2025-03-13 17:05:00,BATCH_00271,RCP_009,PRESS_08,MACH_03,A,26.13,58.12,19.24,110.62,176.01,2.36,16.32,1088.0,7.85,4.58,12.31,11.31,7.85,0.81,28.98,4,0,OK,0.0751
TIRE_0000052,2025-01-26 19:13:00,BATCH_00197,RCP_011,PRESS_01,MACH_01,B,27.6,32.08,16.92,112.55,167.73,1.82,16.48,1058.0,8.7,5.25,11.73,12.21,10.35,1.21,13.41,5,0,OK,0.0569
TIRE_0000053,2025-06-05 19:52:00,BATCH_00397,RCP_002,PRESS_07,MACH_03,A,20.22,64.22,24.24,111.14,184.02,2.61,16.08,1076.0,8.09,4.62,12.0,9.36,10.6,0.82,20.59,5,0,OK,0.0751
TIRE_0000054,2025-06-03 02:34:00,BATCH_00262,RCP_006,PRESS_10,MACH_05,A,16.84,75.0,32.66,106.06,174.42,1.49,18.44,1029.0,8.6,5.08,11.58,10.69,6.59,1.03,19.18,3,0,OK,0.1243
TIRE_0000055,2025-05-26 16:24:00,BATCH_00207,RCP_023,PRESS_07,MACH_08,B,15.67,48.23,13.77,123.42,173.88,2.07,18.13,1077.0,7.76,5.36,11.32,10.55,10.37,1.0,5.6,5,0,OK,0.0577
TIRE_0000056,2025-04-05 18:55:00,BATCH_00211,RCP_008,PRESS_09,MACH_05,B,22.88,44.99,26.35,137.56,175.53,2.25,15.25,939.0,7.91,5.45,11.44,7.54,7.64,0.8,18.6,5,0,OK,0.0522
TIRE_0000057,2025-03-05 18:46:00,BATCH_00212,RCP_022,PRESS_08,MACH_07,C,31.77,62.45,9.47,131.37,171.17,2.69,20.52,925.0,7.96,5.42,11.66,9.53,5.65,0.87,27.71,3,0,OK,0.1368
TIRE_0000058,2025-04-27 12:22:00,BATCH_00142,RCP_007,PRESS_08,MACH_08,A,18.38,56.67,22.65,105.46,179.92,2.33,20.01,962.0,8.04,5.23,11.25,9.03,10.31,0.8,12.43,4,0,OK,0.0756
TIRE_0000059,2025-01-22 02:16:00,BATCH_00174,RCP_022,PRESS_03,MACH_08,A,25.17,44.31,18.07,113.66,171.01,2.54,18.59,987.0,8.34,4.8,11.61,9.97,11.1,1.34,6.06,5,0,OK,0.0805
TIRE_0000060,2025-04-07 02:27:00,BATCH_00349,RCP_006,PRESS_02,MACH_05,C,20.44,70.97,31.68,123.14,173.23,1.99,18.45,875.0,7.26,5.4,10.93,15.76,5.99,0.72,27.51,5,0,OK,0.1067
TIRE_0000061,2025-01-28 04:08:00,BATCH_00260,RCP_018,PRESS_11,MACH_08,C,26.06,45.2,9.82,126.64,174.24,1.62,17.63,959.0,7.55,5.48,11.11,6.51,9.13,0.62,13.69,5,0,OK,0.0349
TIRE_0000062,2025-05-23 03:18:00,BATCH_00083,RCP_005,PRESS_08,MACH_05,C,17.78,65.53,4.5,117.71,173.8,2.83,19.31,749.0,7.13,5.69,11.06,9.0,11.0,1.15,18.89,4,0,OK,0.1311
TIRE_0000063,2025-04-19 11:47:00,BATCH_00340,RCP_029,PRESS_11,MACH_01,B,17.0,59.99,2.0,142.42,174.62,2.04,19.7,957.0,7.73,5.24,11.56,8.19,7.62,0.65,36.53,4,0,OK,0.0647
TIRE_0000064,2025-05-12 07:00:00,BATCH_00261,RCP_024,PRESS_03,MACH_02,B,18.56,69.8,37.66,98.93,174.35,0.92,19.61,1025.0,9.2,5.07,11.67,9.19,8.8,0.69,13.79,4,0,OK,0.1332
TIRE_0000065,2025-03-01 10:11:00,BATCH_00024,RCP_028,PRESS_09,MACH_05,B,28.27,49.33,17.04,106.09,175.34,2.0,17.14,956.0,7.79,5.37,11.67,11.52,10.08,1.15,12.99,4,0,OK,0.0737
TIRE_0000066,2025-05-29 00:44:00,BATCH_00029,RCP_017,PRESS_01,MACH_03,B,18.15,74.87,9.43,120.05,168.01,2.64,17.28,970.0,7.71,4.97,11.75,7.8,,0.83,25.62,4,0,OK,0.1146
TIRE_0000067,2025-03-30 00:03:00,BATCH_00304,RCP_027,PRESS_04,MACH_07,A,24.85,70.6,,121.32,176.19,2.06,16.76,954.0,8.06,5.45,11.76,10.43,8.85,0.86,23.0,3,0,OK,0.1039
TIRE_0000068,2025-02-19 00:45:00,BATCH_00030,RCP_014,PRESS_04,MACH_07,C,31.5,49.47,20.7,106.82,176.49,1.66,19.17,932.0,7.28,4.97,11.26,10.47,8.42,1.04,14.57,5,0,OK,0.0556
TIRE_0000069,2025-04-12 00:04:00,BATCH_00324,RCP_028,PRESS_04,MACH_03,A,17.79,50.76,14.43,102.83,170.34,2.21,17.01,1059.0,7.32,5.08,11.76,9.26,7.16,1.13,16.43,5,0,OK,0.0685
TIRE_0000070,2025-05-17 20:28:00,BATCH_00005,RCP_013,PRESS_12,MACH_03,B,16.51,57.08,8.85,119.73,176.19,1.76,19.67,1025.0,7.78,5.4,11.93,10.96,9.06,0.6,28.98,4,0,OK,0.0656
TIRE_0000071,2025-04-05 19:17:00,BATCH_00075,RCP_021,PRESS_05,MACH_03,C,21.83,72.23,13.1,124.48,164.91,1.88,18.17,913.0,7.9,4.97,10.61,7.39,9.28,0.25,11.44,3,0,OK,0.1422
TIRE_0000072,2025-04-02 14:00:00,BATCH_00005,RCP_013,PRESS_02,MACH_03,B,22.89,75.9,27.39,135.31,186.43,2.32,18.74,920.0,7.75,5.54,11.35,10.2,9.69,1.08,18.25,3,0,OK,0.1198
TIRE_0000073,2025-04-03 11:17:00,BATCH_00400,RCP_010,PRESS_02,MACH_05,A,19.42,39.28,14.52,130.61,,1.16,18.38,958.0,8.27,4.94,11.61,9.85,8.58,0.65,16.54,3,0,OK,0.0535
TIRE_0000074,2025-05-05 15:00:00,BATCH_00376,RCP_003,PRESS_10,MACH_01,B,15.22,68.67,15.21,105.39,174.17,2.2,20.35,943.0,8.25,5.18,11.35,6.68,7.01,0.49,3.26,3,0,OK,0.1082
TIRE_0000075,2025-02-07 07:35:00,BATCH_00123,RCP_020,PRESS_09,MACH_07,B,27.69,25.36,0.0,123.92,173.46,2.14,19.2,976.0,8.63,5.19,11.64,12.04,6.37,1.62,23.83,5,0,OK,0.0411
TIRE_0000076,2025-01-20 09:50:00,BATCH_00397,RCP_002,PRESS_06,MACH_06,A,27.65,44.69,17.62,99.92,180.11,2.61,19.75,996.0,7.55,5.17,11.71,10.66,6.08,0.55,8.81,5,0,OK,0.0522
TIRE_0000077,2025-06-25 18:51:00,BATCH_00356,RCP_030,PRESS_03,MACH_03,C,23.12,63.72,20.66,122.46,173.53,1.48,18.31,1074.0,7.98,5.54,11.98,8.83,8.42,0.76,29.16,4,0,OK,0.076
TIRE_0000078,2025-04-01 10:56:00,BATCH_00106,RCP_024,PRESS_02,MACH_01,A,22.08,51.88,2.14,103.13,179.88,1.36,16.58,1052.0,7.87,5.71,11.62,10.34,5.41,1.1,16.96,5,0,OK,0.0176
TIRE_0000079,2025-02-19 02:48:00,BATCH_00202,RCP_028,PRESS_07,MACH_06,A,26.29,54.26,19.13,101.62,175.65,3.03,18.65,993.0,8.43,5.46,11.98,11.2,8.24,0.74,5.05,4,0,OK,0.0847
TIRE_0000080,2025-01-10 00:10:00,BATCH_00120,RCP_004,PRESS_04,MACH_08,C,22.71,34.78,31.96,133.93,182.17,2.9,19.07,814.0,8.75,5.55,11.71,11.67,7.06,0.77,16.86,4,0,OK,0.0636
TIRE_0000081,2025-03-27 13:30:00,BATCH_00325,RCP_030,PRESS_12,MACH_05,B,20.46,50.97,31.36,121.62,168.46,3.1,18.0,914.0,7.25,5.63,11.1,13.41,8.59,1.32,23.84,5,0,OK,0.0979
TIRE_0000082,2025-02-20 05:09:00,BATCH_00193,RCP_019,PRESS_04,MACH_03,C,24.04,33.51,37.74,104.84,176.75,2.08,18.08,965.0,7.77,4.85,11.55,7.29,8.47,1.44,28.3,5,0,OK,0.0532
TIRE_0000083,2025-04-28 11:46:00,BATCH_00041,RCP_005,PRESS_07,MACH_01,B,18.48,60.0,18.81,103.98,171.31,2.48,19.21,921.0,8.36,5.49,12.02,10.21,10.53,0.92,24.61,4,0,OK,0.0789
TIRE_0000084,2025-03-26 01:26:00,BATCH_00314,RCP_009,PRESS_05,MACH_05,A,25.85,50.52,11.68,118.26,177.75,1.75,17.5,989.0,7.09,5.07,11.57,10.1,8.56,0.85,28.83,5,0,OK,0.0423
TIRE_0000085,2025-01-22 15:24:00,BATCH_00066,RCP_010,PRESS_02,MACH_07,C,26.1,67.46,13.07,112.31,179.96,2.46,16.62,813.0,7.43,5.54,11.31,9.38,6.82,0.79,21.38,4,0,OK,0.0746
TIRE_0000086,2025-06-05 13:23:00,BATCH_00012,RCP_030,PRESS_06,MACH_07,B,16.75,58.57,26.54,121.03,174.19,1.54,20.97,870.0,8.76,5.29,11.99,9.2,7.1,0.79,7.78,4,1,UnderCure,0.0796
TIRE_0000087,2025-06-28 16:06:00,BATCH_00019,RCP_026,PRESS_08,MACH_02,C,22.21,61.19,18.18,103.95,172.12,1.27,18.31,971.0,7.35,5.27,11.08,11.89,7.83,1.23,14.68,4,0,OK,0.0866
TIRE_0000088,2025-01-03 20:27:00,BATCH_00003,RCP_020,PRESS_03,MACH_02,A,19.23,43.96,7.59,97.54,181.67,1.72,15.57,930.0,7.78,5.04,11.53,10.16,8.05,0.79,10.7,5,0,OK,0.0336
TIRE_0000089,2025-04-09 01:23:00,BATCH_00309,RCP_010,PRESS_08,MACH_02,A,21.75,69.58,17.49,133.69,166.28,2.27,19.06,900.0,7.81,5.12,10.54,8.89,9.88,0.67,11.99,5,0,OK,0.059
TIRE_0000090,2025-03-17 02:01:00,BATCH_00162,RCP_020,PRESS_08,MACH_05,A,24.49,47.42,4.32,108.45,172.09,2.29,19.39,977.0,7.5,5.06,11.04,11.09,6.83,1.15,18.2,4,0,OK,0.0685
TIRE_0000091,2025-02-27 21:46:00,BATCH_00196,RCP_003,PRESS_07,MACH_03,C,27.49,49.65,21.62,99.76,168.92,1.43,18.11,937.0,8.09,4.71,11.32,10.33,8.32,0.69,20.92,5,0,OK,0.0758
TIRE_0000092,2025-03-20 23:14:00,BATCH_00040,RCP_019,PRESS_09,MACH_07,B,23.67,60.4,25.13,127.52,174.46,2.7,17.34,955.0,8.18,4.91,11.52,10.11,4.68,0.81,18.22,4,0,OK,0.0862
TIRE_0000093,2025-01-19 04:04:00,BATCH_00388,RCP_025,PRESS_10,MACH_06,A,23.16,55.82,0.35,126.11,177.57,1.98,19.28,872.0,8.94,5.1,12.13,4.96,9.89,1.08,16.11,5,0,OK,0.0304
TIRE_0000094,2025-02-09 17:36:00,BATCH_00200,RCP_029,PRESS_02,MACH_07,C,26.34,50.67,17.29,104.48,174.06,2.13,17.47,940.0,9.71,5.29,11.84,12.58,4.86,0.96,37.16,4,0,OK,0.0799
TIRE_0000095,2025-05-28 16:30:00,BATCH_00174,RCP_022,PRESS_04,MACH_05,C,17.53,72.92,24.07,122.79,172.04,1.78,19.19,795.0,7.62,5.59,11.42,6.76,11.46,0.76,20.2,4,0,OK,0.1449
TIRE_0000096,2025-03-05 04:07:00,BATCH_00075,RCP_021,PRESS_12,MACH_03,A,28.63,59.75,14.56,119.07,176.06,1.99,19.18,1036.0,8.25,5.81,11.4,12.98,8.67,1.77,11.95,4,0,OK,0.0647
TIRE_0000097,2025-04-13 12:43:00,BATCH_00008,RCP_021,PRESS_02,MACH_06,A,18.06,60.48,17.73,124.52,176.64,2.94,17.92,998.0,7.07,4.94,11.66,7.01,10.15,1.15,14.35,4,0,OK,0.0908
TIRE_0000098,2025-04-04 07:13:00,BATCH_00091,RCP_014,PRESS_01,MACH_08,A,24.19,30.44,25.98,113.57,175.08,1.6,17.61,987.0,7.76,4.65,11.04,11.89,7.62,1.03,18.63,5,0,OK,0.0516
TIRE_0000099,2025-01-01 06:18:00,BATCH_00376,RCP_003,PRESS_01,MACH_03,B,20.92,45.52,48.24,109.13,174.11,2.08,17.11,1033.0,8.21,5.39,10.77,13.35,5.85,1.34,29.92,5,0,OK,0.0839
TIRE_0000100,2025-01-27 07:02:00,BATCH_00095,RCP_027,PRESS_05,MACH_06,B,25.23,57.14,14.37,112.78,181.97,2.23,17.7,771.0,8.47,5.43,11.56,9.56,9.05,0.46,14.37,3,0,OK,0.0915
TIRE_0000101,2025-02-18 23:28:00,BATCH_00299,RCP_009,PRESS_02,MACH_01,B,26.12,35.42,20.5,120.37,172.38,1.27,18.16,891.0,8.77,5.14,12.3,8.01,7.7,0.79,4.43,5,0,OK,0.0429
TIRE_0000102,2025-04-28 12:30:00,BATCH_00256,RCP_005,PRESS_04,MACH_05,B,13.84,66.76,21.78,149.32,177.84,2.53,16.25,982.0,6.88,5.22,10.7,10.29,6.34,0.97,19.76,5,0,OK,0.0667
TIRE_0000103,2025-06-07 16:21:00,BATCH_00201,RCP_011,PRESS_04,MACH_01,A,16.05,63.73,10.5,148.3,178.02,2.38,18.5,1022.0,8.19,5.31,11.54,10.92,8.41,0.9,14.92,5,0,OK,0.0506
TIRE_0000104,2025-06-25 10:18:00,BATCH_00288,RCP_018,PRESS_02,MACH_01,C,18.94,47.22,24.06,117.23,175.77,1.61,19.18,1023.0,,5.11,10.7,7.29,8.06,0.74,18.1,5,0,OK,0.0458
TIRE_0000105,2025-03-25 13:48:00,BATCH_00301,RCP_011,PRESS_04,MACH_07,C,23.49,26.12,30.43,118.39,171.83,1.78,17.89,1065.0,8.8,5.29,11.95,11.37,5.83,1.06,14.49,5,0,OK,0.0297
TIRE_0000106,2025-03-26 10:43:00,BATCH_00310,RCP_004,PRESS_09,MACH_01,A,24.77,49.81,26.01,121.14,178.95,2.33,20.01,805.0,7.8,5.54,12.14,10.46,7.51,1.06,26.67,4,0,OK,0.074
TIRE_0000107,2025-06-14 15:14:00,BATCH_00065,RCP_013,PRESS_04,MACH_04,B,16.82,86.55,23.91,102.93,174.76,2.53,20.94,903.0,8.44,4.95,11.17,6.55,5.55,0.53,7.56,3,0,OK,0.1496
TIRE_0000108,2025-05-08 06:23:00,BATCH_00296,RCP_016,PRESS_03,MACH_05,B,16.06,54.01,18.7,111.42,170.61,1.82,18.76,1157.0,8.45,5.61,11.99,13.24,6.39,0.32,18.1,5,1,Bubble,0.0529
TIRE_0000109,2025-03-19 05:14:00,BATCH_00156,RCP_020,PRESS_12,MACH_06,A,24.65,59.42,13.1,94.5,177.03,2.43,18.8,898.0,8.28,5.37,11.33,12.33,6.67,0.78,34.12,5,0,OK,0.0656
TIRE_0000110,2025-05-26 20:05:00,BATCH_00149,RCP_025,PRESS_09,MACH_01,A,18.16,70.65,17.52,119.17,175.49,2.11,18.43,1035.0,7.38,4.84,10.53,11.75,8.41,1.04,9.19,5,0,OK,0.0896
